"day" "month" "year" "Kdown_direct"
"285" 12 7 1945 13685.740727
"286" 13 7 1945 13685.740727
"287" 14 7 1945 19889.750204
"288" 15 7 1945 20814.181958
"289" 16 7 1945 18924.462475
"290" 17 7 1945 21693.516169
"291" 18 7 1945 21693.516169
"292" 19 7 1945 18429.458912
"293" 20 7 1945 19375.318196
"294" 21 7 1945 16439.377295
"295" 22 7 1945 18429.458912
"296" 23 7 1945 17448.918479
"297" 24 7 1945 20281.532544
"298" 25 7 1945 21143.914932
"299" 26 7 1945 21143.914932
"300" 27 7 1945 16809.836324
"301" 28 7 1945 16809.836324
"302" 29 7 1945 15828.380003
"303" 30 7 1945 19566.608008
"304" 31 7 1945 19566.608008
"305" 1 8 1945 17070.550181
"306" 2 8 1945 10905.379006
"307" 3 8 1945 7925.973658
"308" 4 8 1945 18250.647463
"309" 5 8 1945 17342.333173
"310" 6 8 1945 10427.837303
"311" 7 8 1945 15434.352557
"312" 8 8 1945 17342.333173
"313" 9 8 1945 21474.822407
"314" 10 8 1945 18250.647463
"315" 11 8 1945 19121.79064
"316" 12 8 1945 19160.175502
"317" 13 8 1945 20640.210934
"318" 14 8 1945 21931.771269
"319" 15 8 1945 22504.793185
"320" 16 8 1945 21310.147158
"321" 17 8 1945 21931.771269
"322" 18 8 1945 14778.237364
"323" 19 8 1945 5495.058691
"324" 20 8 1945 16807.335456
"325" 21 8 1945 17628.626786
"326" 22 8 1945 18411.40406
"327" 23 8 1945 17628.626786
"328" 24 8 1945 17628.626786
"329" 25 8 1945 15033.23756
"330" 26 8 1945 17628.626786
"331" 27 8 1945 17628.626786
"332" 28 8 1945 20730.08044
"333" 29 8 1945 15625.510916
"334" 30 8 1945 20244.067633
"335" 31 8 1945 19713.57241
"336" 1 9 1945 15943.703138
"337" 2 9 1945 13377.208253
"338" 3 9 1945 13377.208253
"339" 4 9 1945 14257.208325
"340" 5 9 1945 13917.03973
"341" 6 9 1945 14700.849101
"342" 7 9 1945 18095.346145
"343" 8 9 1945 16854.982246
"344" 9 9 1945 13917.03973
"345" 10 9 1945 16173.51538
"346" 11 9 1945 14700.849101
"347" 12 9 1945 17496.195299
"348" 13 9 1945 15531.505408
"349" 14 9 1945 11981.754695
"350" 15 9 1945 12745.567408
"351" 16 9 1945 13486.810923
"352" 17 9 1945 12745.567408
"353" 18 9 1945 12745.567408
"354" 19 9 1945 11981.754695
"355" 20 9 1945 9609.718992
"356" 21 9 1945 3561.677464
"357" 22 9 1945 3287.257797
"358" 23 9 1945 12237.664944
"359" 24 9 1945 14161.032597
"360" 25 9 1945 13550.231009
"361" 26 9 1945 12907.994616
"362" 27 9 1945 11543.218888
"363" 28 9 1945 12237.664944
"364" 29 9 1945 12246.857748
"365" 30 9 1945 12246.857748
"366" 1 10 1945 12430.167807
"367" 2 10 1945 13012.744045
"368" 3 10 1945 14231.224703
"369" 4 10 1945 10054.718006
"370" 5 10 1945 2389.128795
"371" 6 10 1945 3359.129241
"372" 7 10 1945 5573.636851
"373" 8 10 1945 3845.906835
"374" 9 10 1945 4396.194735
"375" 10 10 1945 4973.68295
"376" 11 10 1945 1025.380287
"377" 12 10 1945 3327.051619
"378" 13 10 1945 8092.632834
"379" 14 10 1945 6820.207378
"380" 15 10 1945 1307.293379
"381" 16 10 1945 1962.104935
"382" 17 10 1945 5304.631945
"383" 18 10 1945 3705.234762
"384" 19 10 1945 8166.137398
"385" 20 10 1945 6445.259204
"386" 21 10 1945 8722.715234
"387" 22 10 1945 5870.860069
"388" 23 10 1945 4446.583875
"389" 24 10 1945 8922.005442
"390" 25 10 1945 10488.666133
"391" 26 10 1945 7506.338678
"392" 27 10 1945 1883.436836
"393" 28 10 1945 7506.338678
"394" 29 10 1945 168.797908
"395" 30 10 1945 121.031974
"396" 31 10 1945 325.254291
"397" 1 11 1945 2856.627303
"398" 2 11 1945 7734.599661
"399" 3 11 1945 7734.599661
"400" 4 11 1945 4589.768719
"401" 5 11 1945 1214.982074
"402" 6 11 1945 1783.61247
"403" 7 11 1945 328.452016
"404" 8 11 1945 1776.410932
"405" 9 11 1945 5247.696961
"406" 10 11 1945 997.589342
"407" 11 11 1945 795.37787
"408" 12 11 1945 3573.044149
"409" 13 11 1945 5247.696961
"410" 14 11 1945 2793.342245
"411" 15 11 1945 254.780468
"412" 16 11 1945 3073.836535
"413" 17 11 1945 1228.994479
"414" 18 11 1945 3073.836535
"415" 19 11 1945 2054.469211
"416" 20 11 1945 2716.773442
"417" 21 11 1945 2716.773442
"418" 22 11 1945 3073.836535
"419" 23 11 1945 3822.914603
"420" 24 11 1945 993.284181
"421" 25 11 1945 804.02731
"422" 26 11 1945 3264.799369
"423" 27 11 1945 2926.962082
"424" 28 11 1945 1984.355769
"425" 29 11 1945 281.298567
"426" 30 11 1945 993.284181
"427" 1 12 1945 1451.035606
"428" 2 12 1945 2686.231286
"429" 3 12 1945 1539.590677
"430" 4 12 1945 172.951937
"431" 5 12 1945 79.298802
"432" 6 12 1945 2376.88206
"433" 7 12 1945 1800.933191
"434" 8 12 1945 1800.933191
"435" 9 12 1945 2080.842411
"436" 10 12 1945 954.654113
"437" 11 12 1945 65.192409
"438" 12 12 1945 374.654124
"439" 13 12 1945 1153.941128
"440" 14 12 1945 3038.051912
"441" 15 12 1945 1153.941128
"442" 16 12 1945 280.987415
"443" 17 12 1945 2434.844846
"444" 18 12 1945 1092.311169
"445" 19 12 1945 2916.282939
"446" 20 12 1945 348.573107
"447" 21 12 1945 0.640083
"448" 22 12 1945 1.492846
"449" 23 12 1945 15.887591
"450" 24 12 1945 133.210442
"451" 25 12 1945 5.670274
"452" 26 12 1945 59.027402
"453" 27 12 1945 59.027402
"454" 28 12 1945 260.259805
"455" 29 12 1945 901.081574
"456" 30 12 1945 1536.032193
"457" 31 12 1945 1785.70641
"458" 1 1 1946 1614.604152
"459" 2 1 1946 1153.941128
"460" 3 1 1946 487.793343
"461" 4 1 1946 621.684598
"462" 5 1 1946 83.748923
"463" 6 1 1946 1374.338951
"464" 7 1 1946 777.182201
"465" 8 1 1946 1298.792341
"466" 9 1 1946 4638.914673
"467" 10 1 1946 2376.88206
"468" 11 1 1946 1298.792341
"469" 12 1 1946 1298.792341
"470" 13 1 1946 3005.772439
"471" 14 1 1946 2686.231286
"472" 15 1 1946 3005.772439
"473" 16 1 1946 3974.820643
"474" 17 1 1946 3974.820643
"475" 18 1 1946 1994.015359
"476" 19 1 1946 1994.015359
"477" 20 1 1946 1212.673973
"478" 21 1 1946 4322.401979
"479" 22 1 1946 3626.411669
"480" 23 1 1946 4322.401979
"481" 24 1 1946 3460.532172
"482" 25 1 1946 2729.998348
"483" 26 1 1946 4227.948084
"484" 27 1 1946 3460.532172
"485" 28 1 1946 1234.977067
"486" 29 1 1946 372.408205
"487" 30 1 1946 4615.931924
"488" 31 1 1946 5381.508589
"489" 1 2 1946 3963.893584
"490" 2 2 1946 2419.214156
"491" 3 2 1946 992.733205
"492" 4 2 1946 212.666821
"493" 5 2 1946 6446.898283
"494" 6 2 1946 6830.928668
"495" 7 2 1946 1767.763591
"496" 8 2 1946 5222.151844
"497" 9 2 1946 6405.641527
"498" 10 2 1946 4567.426313
"499" 11 2 1946 9443.402656
"500" 12 2 1946 7696.948619
"501" 13 2 1946 7696.948619
"502" 14 2 1946 6405.641527
"503" 15 2 1946 2460.054106
"504" 16 2 1946 3248.428829
"505" 17 2 1946 8965.863614
"506" 18 2 1946 9398.222211
"507" 19 2 1946 1567.838653
"508" 20 2 1946 613.490875
"509" 21 2 1946 3062.168493
"510" 22 2 1946 3062.168493
"511" 23 2 1946 6004.584849
"512" 24 2 1946 3062.168493
"513" 25 2 1946 2357.829484
"514" 26 2 1946 6476.94236
"515" 27 2 1946 8206.279928
"516" 28 2 1946 3723.448697
"517" 1 3 1946 9172.350465
"518" 2 3 1946 7523.211167
"519" 3 3 1946 797.310648
"520" 4 3 1946 6381.892891
"521" 5 3 1946 9858.064053
"522" 6 3 1946 8013.070433
"523" 7 3 1946 6753.154778
"524" 8 3 1946 6753.154778
"525" 9 3 1946 8013.070433
"526" 10 3 1946 5518.839859
"527" 11 3 1946 3294.341842
"528" 12 3 1946 8639.123056
"529" 13 3 1946 37.669546
"530" 14 3 1946 4295.048461
"531" 15 3 1946 12307.961101
"532" 16 3 1946 11702.523279
"533" 17 3 1946 5049.55088
"534" 18 3 1946 5049.55088
"535" 19 3 1946 7012.454314
"536" 20 3 1946 1949.951701
"537" 21 3 1946 1511.084551
"538" 22 3 1946 8665.551581
"539" 23 3 1946 7923.981958
"540" 24 3 1946 4468.093351
"541" 25 3 1946 10151.11714
"542" 26 3 1946 12298.722431
"543" 27 3 1946 7191.347321
"544" 28 3 1946 5106.711636
"545" 29 3 1946 634.7007
"546" 30 3 1946 361.431742
"547" 31 3 1946 155.08568
"548" 1 4 1946 10304.059106
"549" 2 4 1946 11862.193351
"550" 3 4 1946 11862.193351
"551" 4 4 1946 10304.059106
"552" 5 4 1946 5702.488909
"553" 6 4 1946 3032.692194
"554" 7 4 1946 1255.255595
"555" 8 4 1946 5624.558184
"556" 9 4 1946 6375.988245
"557" 10 4 1946 9632.583381
"558" 11 4 1946 13778.166917
"559" 12 4 1946 11320.289607
"560" 13 4 1946 3610.185019
"561" 14 4 1946 7951.852192
"562" 15 4 1946 18037.103285
"563" 16 4 1946 16573.010217
"564" 17 4 1946 16573.010217
"565" 18 4 1946 16573.010217
"566" 19 4 1946 8772.839444
"567" 20 4 1946 14114.9411
"568" 21 4 1946 13243.722212
"569" 22 4 1946 8685.718017
"570" 23 4 1946 17808.118259
"571" 24 4 1946 20051.30912
"572" 25 4 1946 17808.118259
"573" 26 4 1946 17808.118259
"574" 27 4 1946 14300.039123
"575" 28 4 1946 14300.039123
"576" 29 4 1946 14300.039123
"577" 30 4 1946 21527.123202
"578" 1 5 1946 21820.118615
"579" 2 5 1946 21201.659136
"580" 3 5 1946 18260.925405
"581" 4 5 1946 17419.709813
"582" 5 5 1946 18260.925405
"583" 6 5 1946 20535.133496
"584" 7 5 1946 18260.925405
"585" 8 5 1946 16665.006057
"586" 9 5 1946 10617.131614
"587" 10 5 1946 9619.855971
"588" 11 5 1946 11630.021167
"589" 12 5 1946 16665.006057
"590" 13 5 1946 13672.111117
"591" 14 5 1946 12650.8854
"592" 15 5 1946 6795.585531
"593" 16 5 1946 16315.359841
"594" 17 5 1946 16315.359841
"595" 18 5 1946 18302.288978
"596" 19 5 1946 15285.323998
"597" 20 5 1946 21014.381569
"598" 21 5 1946 17323.135747
"599" 22 5 1946 13186.498281
"600" 23 5 1946 3864.794888
"601" 24 5 1946 14790.118711
"602" 25 5 1946 6521.824098
"603" 26 5 1946 6521.824098
"604" 27 5 1946 3366.492882
"605" 28 5 1946 13705.258784
"606" 29 5 1946 15866.012296
"607" 30 5 1946 16925.440757
"608" 31 5 1946 14790.118711
"609" 1 6 1946 14915.799477
"610" 2 6 1946 20087.152943
"611" 3 6 1946 26135.462286
"612" 4 6 1946 26653.606007
"613" 5 6 1946 14915.799477
"614" 6 6 1946 20087.152943
"615" 7 6 1946 21906.473903
"616" 8 6 1946 17062.081655
"617" 9 6 1946 15163.351351
"618" 10 6 1946 19407.403155
"619" 11 6 1946 22229.144219
"620" 12 6 1946 21333.510254
"621" 13 6 1946 21333.510254
"622" 14 6 1946 18386.329846
"623" 15 6 1946 19407.403155
"624" 16 6 1946 19407.403155
"625" 17 6 1946 20540.430323
"626" 18 6 1946 22387.031678
"627" 19 6 1946 24777.017012
"628" 20 6 1946 21487.075283
"629" 21 6 1946 20540.430323
"630" 22 6 1946 19551.3832
"631" 23 6 1946 19551.3832
"632" 24 6 1946 21487.075283
"633" 25 6 1946 22387.031678
"634" 26 6 1946 23236.882927
"635" 27 6 1946 19551.3832
"636" 28 6 1946 18525.051256
"637" 29 6 1946 24777.017012
"638" 30 6 1946 22387.031678
"639" 1 7 1946 20540.430323
"640" 2 7 1946 19551.3832
"641" 3 7 1946 19407.403155
"642" 4 7 1946 20391.50124
"643" 5 7 1946 19407.403155
"644" 6 7 1946 19407.403155
"645" 7 7 1946 17334.160381
"646" 8 7 1946 19407.403155
"647" 9 7 1946 23074.984239
"648" 10 7 1946 21333.510254
"649" 11 7 1946 20814.181958
"650" 12 7 1946 19889.750204
"651" 13 7 1946 15837.511174
"652" 14 7 1946 17923.361902
"653" 15 7 1946 22524.352662
"654" 16 7 1946 22524.352662
"655" 17 7 1946 25891.192728
"656" 18 7 1946 26871.000833
"657" 19 7 1946 24100.173761
"658" 20 7 1946 21959.094586
"659" 21 7 1946 22724.534744
"660" 22 7 1946 22724.534744
"661" 23 7 1946 21143.914932
"662" 24 7 1946 17448.918479
"663" 25 7 1946 13302.530294
"664" 26 7 1946 20281.532544
"665" 27 7 1946 19566.608008
"666" 28 7 1946 18684.176837
"667" 29 7 1946 21201.390124
"668" 30 7 1946 21201.390124
"669" 31 7 1946 23885.287122
"670" 1 8 1946 26537.206253
"671" 2 8 1946 26537.206253
"672" 3 8 1946 26173.304524
"673" 4 8 1946 23930.986744
"674" 5 8 1946 21474.822407
"675" 6 8 1946 19951.634334
"676" 7 8 1946 22802.949105
"677" 8 8 1946 18250.647463
"678" 9 8 1946 19951.634334
"679" 10 8 1946 19090.827337
"680" 11 8 1946 18250.647463
"681" 12 8 1946 15715.659659
"682" 13 8 1946 16627.681008
"683" 14 8 1946 17508.845755
"684" 15 8 1946 19922.967712
"685" 16 8 1946 19922.967712
"686" 17 8 1946 21931.771269
"687" 18 8 1946 23938.8682
"688" 19 8 1946 16627.681008
"689" 20 8 1946 20500.04109
"690" 21 8 1946 18411.40406
"691" 22 8 1946 15951.527389
"692" 23 8 1946 16807.335456
"693" 24 8 1946 15033.23756
"694" 25 8 1946 18411.40406
"695" 26 8 1946 19152.423572
"696" 27 8 1946 16807.335456
"697" 28 8 1946 14812.864885
"698" 29 8 1946 23828.790617
"699" 30 8 1946 17150.297992
"700" 31 8 1946 15625.510916
"701" 1 9 1946 14257.208325
"702" 2 9 1946 20656.310465
"703" 3 9 1946 13377.208253
"704" 4 9 1946 9756.812807
"705" 5 9 1946 13107.687775
"706" 6 9 1946 13917.03973
"707" 7 9 1946 16173.51538
"708" 8 9 1946 18651.363578
"709" 9 9 1946 20059.995242
"710" 10 9 1946 18095.346145
"711" 11 9 1946 21829.034165
"712" 12 9 1946 19163.872719
"713" 13 9 1946 13486.810923
"714" 14 9 1946 12745.567408
"715" 15 9 1946 18184.341793
"716" 16 9 1946 8022.377484
"717" 17 9 1946 13486.810923
"718" 18 9 1946 14200.798224
"719" 19 9 1946 17244.849341
"720" 20 9 1946 14883.481971
"721" 21 9 1946 14161.032597
"722" 22 9 1946 12907.994616
"723" 23 9 1946 13550.231009
"724" 24 9 1946 16246.582846
"725" 25 9 1946 14161.032597
"726" 26 9 1946 15781.496759
"727" 27 9 1946 13550.231009
"728" 28 9 1946 12907.994616
"729" 29 9 1946 11644.425645
"730" 30 9 1946 4420.085819
"731" 1 10 1946 158.774487
"732" 2 10 1946 7082.081519
"733" 3 10 1946 6402.949551
"734" 4 10 1946 7771.964225
"735" 5 10 1946 11181.784118
"736" 6 10 1946 15009.231367
"737" 7 10 1946 11653.709357
"738" 8 10 1946 11653.709357
"739" 9 10 1946 9955.94554
"740" 10 10 1946 10545.556009
"741" 11 10 1946 9347.605389
"742" 12 10 1946 9955.94554
"743" 13 10 1946 9955.94554
"744" 14 10 1946 9955.94554
"745" 15 10 1946 5304.631945
"746" 16 10 1946 5304.631945
"747" 17 10 1946 4751.705976
"748" 18 10 1946 8722.715234
"749" 19 10 1946 7597.909718
"750" 20 10 1946 8722.715234
"751" 21 10 1946 9784.510459
"752" 22 10 1946 7022.645421
"753" 23 10 1946 2628.942186
"754" 24 10 1946 7506.338678
"755" 25 10 1946 7996.112533
"756" 26 10 1946 5975.212317
"757" 27 10 1946 4446.583875
"758" 28 10 1946 328.466938
"759" 29 10 1946 3959.813198
"760" 30 10 1946 4947.886943
"761" 31 10 1946 4094.670291
"762" 1 11 1946 6436.975902
"763" 2 11 1946 5979.795919
"764" 3 11 1946 5516.659085
"765" 4 11 1946 5979.795919
"766" 5 11 1946 4589.768719
"767" 6 11 1946 977.746876
"768" 7 11 1946 2113.635228
"769" 8 11 1946 2793.342245
"770" 9 11 1946 75.330605
"771" 10 11 1946 1228.615159
"772" 11 11 1946 997.589342
"773" 12 11 1946 621.388416
"774" 13 11 1946 352.953356
"775" 14 11 1946 352.953356
"776" 15 11 1946 6078.208328
"777" 16 11 1946 4207.466675
"778" 17 11 1946 4593.571008
"779" 18 11 1946 3073.836535
"780" 19 11 1946 86.556631
"781" 20 11 1946 160.50363
"782" 21 11 1946 1005.160229
"783" 22 11 1946 1479.192413
"784" 23 11 1946 86.556631
"785" 24 11 1946 1206.799428
"786" 25 11 1946 3264.799369
"787" 26 11 1946 2926.962082
"788" 27 11 1946 3955.565456
"789" 28 11 1946 3955.565456
"790" 29 11 1946 3955.565456
"791" 30 11 1946 3955.565456
"792" 1 12 1946 2941.210159
"793" 2 12 1946 3991.98392
"794" 3 12 1946 328.55271
"795" 4 12 1946 328.55271
"796" 5 12 1946 8.406705
"797" 6 12 1946 50.17967
"798" 7 12 1946 561.939542
"799" 8 12 1946 884.123461
"800" 9 12 1946 1298.792341
"801" 10 12 1946 954.654113
"802" 11 12 1946 2147.264554
"803" 12 12 1946 1872.983479
"804" 13 12 1946 3657.35672
"805" 14 12 1946 2732.814979
"806" 15 12 1946 1153.941128
"807" 16 12 1946 2732.814979
"808" 17 12 1946 1614.604152
"809" 18 12 1946 2051.240573
"810" 19 12 1946 2916.282939
"811" 20 12 1946 1092.311169
"812" 21 12 1946 1092.311169
"813" 22 12 1946 133.210442
"814" 23 12 1946 133.210442
"815" 24 12 1946 21.370067
"816" 25 12 1946 9.775785
"817" 26 12 1946 133.210442
"818" 27 12 1946 59.027402
"819" 28 12 1946 1536.032193
"820" 29 12 1946 1785.70641
"821" 30 12 1946 1092.311169
"822" 31 12 1946 2916.282939
"823" 1 1 1947 954.654113
"824" 2 1 1947 1153.941128
"825" 3 1 1947 3347.317344
"826" 4 1 1947 4267.221568
"827" 5 1 1947 1872.983479
