"date" "tmin" "tmax" "rain" "year" "month" "day" "wy"
"89" 03/30/42 -2.22222222222222 15 0 1942 3 30 1942
"90" 03/31/42 -1.11111111111111 12.7777777777778 0 1942 3 31 1942
"91" 04/01/42 -4.44444444444444 7.22222222222222 0 1942 4 1 1942
"92" 04/02/42 -2.22222222222222 15.5555555555556 0 1942 4 2 1942
"93" 04/03/42 0.555555555555556 12.7777777777778 11.43 1942 4 3 1942
"94" 04/04/42 -2.77777777777778 10 55.88 1942 4 4 1942
"95" 04/05/42 -2.22222222222222 3.33333333333333 8.89 1942 4 5 1942
"96" 04/06/42 -1.66666666666667 5.55555555555556 5.08 1942 4 6 1942
"97" 04/07/42 -4.44444444444444 9.44444444444444 0 1942 4 7 1942
"98" 04/08/42 -2.22222222222222 10.5555555555556 0 1942 4 8 1942
"99" 04/09/42 -0.555555555555556 11.6666666666667 0 1942 4 9 1942
"100" 04/10/42 0 6.11111111111111 21.336 1942 4 10 1942
"101" 04/11/42 -1.66666666666667 10 0.254 1942 4 11 1942
"102" 04/12/42 -1.11111111111111 12.2222222222222 0 1942 4 12 1942
"103" 04/13/42 -0.555555555555556 11.6666666666667 0 1942 4 13 1942
"104" 04/14/42 -3.33333333333333 7.22222222222222 52.324 1942 4 14 1942
"105" 04/15/42 -5 11.1111111111111 0 1942 4 15 1942
"106" 04/16/42 -0.555555555555556 10 0 1942 4 16 1942
"107" 04/17/42 -7.22222222222222 5.55555555555556 19.558 1942 4 17 1942
"108" 04/18/42 -5 12.2222222222222 0 1942 4 18 1942
"109" 04/19/42 -0.555555555555556 16.6666666666667 0 1942 4 19 1942
"110" 04/20/42 1.11111111111111 15.5555555555556 0 1942 4 20 1942
"111" 04/21/42 1.11111111111111 13.3333333333333 0 1942 4 21 1942
"112" 04/22/42 -1.11111111111111 10 0.508 1942 4 22 1942
"113" 04/23/42 -4.44444444444444 5 4.826 1942 4 23 1942
"114" 04/24/42 -4.44444444444444 9.44444444444444 0 1942 4 24 1942
"115" 04/25/42 -3.88888888888889 7.77777777777778 0 1942 4 25 1942
"116" 04/26/42 -4.44444444444444 7.22222222222222 0 1942 4 26 1942
"117" 04/27/42 -3.33333333333333 7.22222222222222 6.096 1942 4 27 1942
"118" 04/28/42 -7.22222222222222 3.88888888888889 24.892 1942 4 28 1942
"119" 04/29/42 -11.6666666666667 2.22222222222222 6.858 1942 4 29 1942
"120" 04/30/42 -10.5555555555556 6.66666666666667 0 1942 4 30 1942
"121" 05/01/42 -2.77777777777778 4.44444444444444 15.748 1942 5 1 1942
"122" 05/02/42 -5.55555555555556 7.77777777777778 0 1942 5 2 1942
"123" 05/03/42 -2.77777777777778 11.1111111111111 0 1942 5 3 1942
"124" 05/04/42 -3.33333333333333 12.2222222222222 0 1942 5 4 1942
"125" 05/05/42 -0.555555555555556 16.6666666666667 0 1942 5 5 1942
"126" 05/06/42 0 19.4444444444444 0 1942 5 6 1942
"127" 05/07/42 1.11111111111111 15.5555555555556 0 1942 5 7 1942
"128" 05/08/42 0 16.6666666666667 0 1942 5 8 1942
"129" 05/09/42 0 16.6666666666667 0 1942 5 9 1942
"130" 05/10/42 -2.22222222222222 12.2222222222222 0 1942 5 10 1942
"131" 05/11/42 -5 11.1111111111111 11.176 1942 5 11 1942
"132" 05/12/42 -3.33333333333333 2.77777777777778 0 1942 5 12 1942
"133" 05/13/42 -5 6.66666666666667 1.27 1942 5 13 1942
"134" 05/14/42 -2.22222222222222 10.5555555555556 0 1942 5 14 1942
"135" 05/15/42 -1.11111111111111 8.88888888888889 11.684 1942 5 15 1942
"136" 05/16/42 -3.33333333333333 6.11111111111111 0 1942 5 16 1942
"137" 05/17/42 -2.22222222222222 12.7777777777778 0 1942 5 17 1942
"138" 05/18/42 -1.11111111111111 16.6666666666667 0 1942 5 18 1942
"139" 05/19/42 0.555555555555556 13.8888888888889 0 1942 5 19 1942
"140" 05/20/42 1.11111111111111 17.2222222222222 0 1942 5 20 1942
"141" 05/21/42 5 22.2222222222222 0 1942 5 21 1942
"142" 05/22/42 2.22222222222222 19.4444444444444 0 1942 5 22 1942
"143" 05/23/42 0 15 0 1942 5 23 1942
"144" 05/24/42 2.22222222222222 16.6666666666667 0 1942 5 24 1942
"145" 05/25/42 1.11111111111111 15 1.27 1942 5 25 1942
"146" 05/26/42 -1.66666666666667 8.33333333333333 14.478 1942 5 26 1942
"147" 05/27/42 -1.66666666666667 13.8888888888889 0 1942 5 27 1942
"148" 05/28/42 -1.11111111111111 13.8888888888889 0 1942 5 28 1942
"149" 05/29/42 -2.77777777777778 8.33333333333333 0 1942 5 29 1942
"150" 05/30/42 -1.66666666666667 13.3333333333333 0 1942 5 30 1942
"151" 05/31/42 -1.66666666666667 15.5555555555556 0 1942 5 31 1942
"152" 06/01/42 1.66666666666667 15.5555555555556 0 1942 6 1 1942
"153" 06/02/42 1.66666666666667 12.7777777777778 0 1942 6 2 1942
"154" 06/03/42 0 13.8888888888889 0 1942 6 3 1942
"155" 06/04/42 3.33333333333333 19.4444444444444 0 1942 6 4 1942
"156" 06/05/42 6.11111111111111 20 0 1942 6 5 1942
"157" 06/06/42 5 19.4444444444444 0 1942 6 6 1942
"158" 06/07/42 0.555555555555556 10 0 1942 6 7 1942
"159" 06/08/42 6.89509564509564 9.44444444444444 0 1942 6 8 1942
"160" 06/09/42 6.89509564509564 19.7475209763539 0 1942 6 9 1942
"161" 06/10/42 6.89509564509564 19.7475209763539 0 1942 6 10 1942
"162" 06/11/42 5.55555555555556 19.7475209763539 0 1942 6 11 1942
"163" 06/12/42 6.89509564509564 19.4444444444444 0 1942 6 12 1942
"164" 06/13/42 5.55555555555556 22.2222222222222 0 1942 6 13 1942
"165" 06/14/42 6.66666666666667 21.6666666666667 0 1942 6 14 1942
"166" 06/15/42 7.77777777777778 26.1111111111111 0 1942 6 15 1942
"167" 06/16/42 7.22222222222222 27.2222222222222 0 1942 6 16 1942
"168" 06/17/42 7.22222222222222 26.1111111111111 0 1942 6 17 1942
"169" 06/18/42 5 26.6666666666667 0 1942 6 18 1942
"170" 06/19/42 6.66666666666667 26.1111111111111 0 1942 6 19 1942
"171" 06/20/42 4.44444444444444 21.1111111111111 0 1942 6 20 1942
"172" 06/21/42 5 23.8888888888889 0 1942 6 21 1942
"173" 06/22/42 8.33333333333333 24.4444444444444 0 1942 6 22 1942
"174" 06/23/42 8.33333333333333 24.4444444444444 0 1942 6 23 1942
"175" 06/24/42 7.22222222222222 22.2222222222222 0 1942 6 24 1942
"176" 06/25/42 6.11111111111111 20 0 1942 6 25 1942
"177" 06/26/42 1.11111111111111 15.5555555555556 0 1942 6 26 1942
"178" 06/27/42 1.66666666666667 18.3333333333333 0 1942 6 27 1942
"179" 06/28/42 7.22222222222222 22.2222222222222 0 1942 6 28 1942
"180" 06/29/42 11.6666666666667 27.7777777777778 0 1942 6 29 1942
"181" 06/30/42 11.6666666666667 27.7777777777778 0 1942 6 30 1942
"182" 07/01/42 12.7777777777778 28.8888888888889 0 1942 7 1 1942
"183" 07/02/42 12.7777777777778 29.4444444444444 0 1942 7 2 1942
"184" 07/03/42 12.7777777777778 30 0 1942 7 3 1942
"185" 07/04/42 14.4444444444444 29.4444444444444 0 1942 7 4 1942
"186" 07/05/42 12.7777777777778 28.3333333333333 0 1942 7 5 1942
"187" 07/06/42 11.6666666666667 27.7777777777778 0 1942 7 6 1942
"188" 07/07/42 11.6666666666667 26.6666666666667 0 1942 7 7 1942
"189" 07/08/42 10.5555555555556 26.6666666666667 0 1942 7 8 1942
"190" 07/09/42 17.7777777777778 25.5555555555556 0 1942 7 9 1942
"191" 07/10/42 9.44444444444444 22.7777777777778 0 1942 7 10 1942
"192" 07/11/42 8.33333333333333 22.7777777777778 0 1942 7 11 1942
"193" 07/12/42 7.77777777777778 25 0 1942 7 12 1942
"194" 07/13/42 11.1111111111111 25 0 1942 7 13 1942
"195" 07/14/42 11.1111111111111 26.1111111111111 0 1942 7 14 1942
"196" 07/15/42 10.5555555555556 24.4444444444444 0 1942 7 15 1942
"197" 07/16/42 8.33333333333333 21.1111111111111 0 1942 7 16 1942
"198" 07/17/42 7.22222222222222 21.1111111111111 0 1942 7 17 1942
"199" 07/18/42 7.22222222222222 23.8888888888889 0 1942 7 18 1942
"200" 07/19/42 9.44444444444444 25.5555555555556 0 1942 7 19 1942
"201" 07/20/42 10.5555555555556 26.6666666666667 0 1942 7 20 1942
"202" 07/21/42 12.2222222222222 27.7777777777778 0 1942 7 21 1942
"203" 07/22/42 15 30.5555555555556 0 1942 7 22 1942
"204" 07/23/42 16.1111111111111 32.2222222222222 0 1942 7 23 1942
"205" 07/24/42 16.6666666666667 31.1111111111111 0 1942 7 24 1942
"206" 07/25/42 15 30 0 1942 7 25 1942
"207" 07/26/42 11.1111111111111 28.3333333333333 0 1942 7 26 1942
"208" 07/27/42 12.7777777777778 31.6666666666667 0 1942 7 27 1942
"209" 07/28/42 12.7777777777778 25.5555555555556 0 1942 7 28 1942
"210" 07/29/42 10 23.8888888888889 0 1942 7 29 1942
"211" 07/30/42 8.88888888888889 26.1111111111111 0 1942 7 30 1942
"212" 07/31/42 8.88888888888889 23.8888888888889 0 1942 7 31 1942
"213" 08/01/42 7.22222222222222 23.3333333333333 0 1942 8 1 1942
"214" 08/02/42 7.77777777777778 25.5555555555556 0 1942 8 2 1942
"215" 08/03/42 8.33333333333333 28.3333333333333 0 1942 8 3 1942
"216" 08/04/42 7.22222222222222 27.2222222222222 0 1942 8 4 1942
"217" 08/05/42 12.2222222222222 27.2222222222222 0 1942 8 5 1942
"218" 08/06/42 11.6666666666667 27.2222222222222 0 1942 8 6 1942
"219" 08/07/42 11.6666666666667 27.7777777777778 0 1942 8 7 1942
"220" 08/08/42 7.77777777777778 30 0 1942 8 8 1942
"221" 08/09/42 13.8888888888889 28.3333333333333 0 1942 8 9 1942
"222" 08/10/42 11.6666666666667 21.6666666666667 0 1942 8 10 1942
"223" 08/11/42 9.44444444444444 22.7777777777778 0 1942 8 11 1942
"224" 08/12/42 10.5555555555556 25 0 1942 8 12 1942
"225" 08/13/42 15 26.1111111111111 0 1942 8 13 1942
"226" 08/14/42 11.6666666666667 26.1111111111111 0 1942 8 14 1942
"227" 08/15/42 12.2222222222222 27.7777777777778 0 1942 8 15 1942
"228" 08/16/42 12.7777777777778 27.7777777777778 0 1942 8 16 1942
"229" 08/17/42 13.8888888888889 27.7777777777778 0 1942 8 17 1942
"230" 08/18/42 12.7777777777778 28.8888888888889 0 1942 8 18 1942
"231" 08/19/42 12.2222222222222 26.6666666666667 0 1942 8 19 1942
"232" 08/20/42 10.5555555555556 25.5555555555556 0 1942 8 20 1942
"233" 08/21/42 9.44444444444444 26.1111111111111 0 1942 8 21 1942
"234" 08/22/42 12.2222222222222 28.3333333333333 0 1942 8 22 1942
"235" 08/23/42 13.3333333333333 27.7777777777778 0 1942 8 23 1942
"236" 08/24/42 11.6666666666667 25 0 1942 8 24 1942
"237" 08/25/42 7.77777777777778 22.2222222222222 0 1942 8 25 1942
"238" 08/26/42 5.55555555555556 20.5555555555556 0 1942 8 26 1942
"239" 08/27/42 4.44444444444444 18.3333333333333 0 1942 8 27 1942
"240" 08/28/42 2.22222222222222 16.1111111111111 0 1942 8 28 1942
"241" 08/29/42 1.11111111111111 15.5555555555556 0 1942 8 29 1942
"242" 08/30/42 4.44444444444444 20.5555555555556 0 1942 8 30 1942
"243" 08/31/42 7.77777777777778 22.2222222222222 0 1942 8 31 1942
"244" 09/01/42 8.88888888888889 22.2222222222222 0 1942 9 1 1942
"245" 09/02/42 5.55555555555556 21.1111111111111 0 1942 9 2 1942
"246" 09/03/42 7.22222222222222 20 0 1942 9 3 1942
"247" 09/04/42 7.22222222222222 21.1111111111111 0 1942 9 4 1942
"248" 09/05/42 5 21.1111111111111 0 1942 9 5 1942
"249" 09/06/42 6.66666666666667 22.7777777777778 0 1942 9 6 1942
"250" 09/07/42 8.33333333333333 26.6666666666667 0 1942 9 7 1942
"251" 09/08/42 6.11111111111111 21.1111111111111 0 1942 9 8 1942
"252" 09/09/42 0.555555555555556 13.8888888888889 0 1942 9 9 1942
"253" 09/10/42 3.33333333333333 13.3333333333333 0 1942 9 10 1942
"254" 09/11/42 2.22222222222222 17.2222222222222 0 1942 9 11 1942
"255" 09/12/42 5 21.1111111111111 0 1942 9 12 1942
"256" 09/13/42 7.22222222222222 22.2222222222222 0 1942 9 13 1942
"257" 09/14/42 7.77777777777778 23.8888888888889 0 1942 9 14 1942
"258" 09/15/42 9.44444444444444 26.1111111111111 0 1942 9 15 1942
"259" 09/16/42 10.5555555555556 25 0 1942 9 16 1942
"260" 09/17/42 8.88888888888889 24.4444444444444 0 1942 9 17 1942
"261" 09/18/42 6.11111111111111 23.8888888888889 0 1942 9 18 1942
"262" 09/19/42 7.22222222222222 21.1111111111111 0 1942 9 19 1942
"263" 09/20/42 6.11111111111111 20.9962039601929 0 1942 9 20 1942
"264" 09/21/42 7.71128568494557 20.9962039601929 0 1942 9 21 1942
"265" 09/22/42 7.77777777777778 23.8888888888889 0 1942 9 22 1942
"266" 09/23/42 9.44444444444444 24.4444444444444 0 1942 9 23 1942
"267" 09/24/42 14.4444444444444 24.4444444444444 0 1942 9 24 1942
"268" 09/25/42 7.77777777777778 23.8888888888889 0 1942 9 25 1942
"269" 09/26/42 9.44444444444444 24.4444444444444 0 1942 9 26 1942
"270" 09/27/42 7.77777777777778 21.1111111111111 0 1942 9 27 1942
"271" 09/28/42 5 17.2222222222222 0 1942 9 28 1942
"272" 09/29/42 3.88888888888889 17.2222222222222 0 1942 9 29 1942
"273" 09/30/42 5.55555555555556 21.6666666666667 0 1942 9 30 1942
"274" 10/01/42 8.88888888888889 20 0 1942 10 1 1943
"275" 10/02/42 4.44444444444444 20.5555555555556 0 1942 10 2 1943
"276" 10/03/42 7.77777777777778 21.1111111111111 0 1942 10 3 1943
"277" 10/04/42 6.66666666666667 23.8888888888889 0 1942 10 4 1943
"278" 10/05/42 9.44444444444444 24.4444444444444 0 1942 10 5 1943
"279" 10/06/42 10 23.3333333333333 0 1942 10 6 1943
"280" 10/07/42 8.33333333333333 21.1111111111111 0 1942 10 7 1943
"281" 10/08/42 8.88888888888889 21.6666666666667 0 1942 10 8 1943
"282" 10/09/42 16.1111111111111 20.5555555555556 0 1942 10 9 1943
"283" 10/10/42 -0.555555555555556 17.2222222222222 0 1942 10 10 1943
"284" 10/11/42 3.88888888888889 11.6666666666667 1.524 1942 10 11 1943
"285" 10/12/42 -0.555555555555556 7.77777777777778 0 1942 10 12 1943
"286" 10/13/42 -3.33333333333333 9.44444444444444 0 1942 10 13 1943
"287" 10/14/42 0 15 0 1942 10 14 1943
"288" 10/15/42 2.77777777777778 12.7777777777778 0 1942 10 15 1943
"289" 10/16/42 3.88888888888889 16.1111111111111 0 1942 10 16 1943
"290" 10/17/42 2.77777777777778 16.1111111111111 0 1942 10 17 1943
"291" 10/18/42 3.72006102212052 15.5481685261603 0 1942 10 18 1943
"292" 10/19/42 3.72006102212052 15.5481685261603 0 1942 10 19 1943
"293" 10/20/42 3.72006102212052 15.5481685261603 0 1942 10 20 1943
"294" 10/21/42 3.72006102212052 15.5481685261603 0 1942 10 21 1943
"295" 10/22/42 3.72006102212052 15.5481685261603 0 1942 10 22 1943
"296" 10/23/42 3.88888888888889 22.2222222222222 0 1942 10 23 1943
"297" 10/24/42 0 17.7777777777778 0 1942 10 24 1943
"298" 10/25/42 2.22222222222222 19.4444444444444 0 1942 10 25 1943
"299" 10/26/42 2.22222222222222 17.7777777777778 0 1942 10 26 1943
"300" 10/27/42 0 13.3333333333333 0 1942 10 27 1943
"301" 10/28/42 -3.88888888888889 6.66666666666667 0.254 1942 10 28 1943
"302" 10/29/42 -5.55555555555556 6.11111111111111 0 1942 10 29 1943
"303" 10/30/42 -3.33333333333333 11.1111111111111 0 1942 10 30 1943
"304" 10/31/42 -1.66666666666667 14.4444444444444 0 1942 10 31 1943
"305" 11/01/42 1.66666666666667 18.3333333333333 0 1942 11 1 1943
"306" 11/02/42 3.33333333333333 19.4444444444444 0 1942 11 2 1943
"307" 11/03/42 0.555555555555556 13.3333333333333 8.636 1942 11 3 1943
"308" 11/04/42 -6.66666666666667 6.66666666666667 0 1942 11 4 1943
"309" 11/05/42 -5 5 0 1942 11 5 1943
"310" 11/06/42 -4.44444444444444 12.7777777777778 0 1942 11 6 1943
"311" 11/07/42 -2.22222222222222 14.4444444444444 0 1942 11 7 1943
"312" 11/08/42 -1.11111111111111 13.3333333333333 0 1942 11 8 1943
"313" 11/09/42 -1.66666666666667 16.1111111111111 0 1942 11 9 1943
"314" 11/10/42 0 15.5555555555556 0 1942 11 10 1943
"315" 11/11/42 1.66666666666667 18.8888888888889 0 1942 11 11 1943
"316" 11/12/42 2.22222222222222 18.8888888888889 0 1942 11 12 1943
"317" 11/13/42 2.22222222222222 21.1111111111111 0 1942 11 13 1943
"318" 11/14/42 2.22222222222222 15 0 1942 11 14 1943
"319" 11/15/42 -1.66666666666667 10 16.002 1942 11 15 1943
"320" 11/16/42 -7.22222222222222 2.77777777777778 2.54 1942 11 16 1943
"321" 11/17/42 -1.66666666666667 6.11111111111111 41.402 1942 11 17 1943
"322" 11/18/42 2.22222222222222 5.55555555555556 44.196 1942 11 18 1943
"323" 11/19/42 -3.88888888888889 5 50.292 1942 11 19 1943
"324" 11/20/42 -10.5555555555556 3.33333333333333 0 1942 11 20 1943
"325" 11/21/42 -5 6.11111111111111 0 1942 11 21 1943
"326" 11/22/42 -1.11111111111111 11.1111111111111 0 1942 11 22 1943
"327" 11/23/42 2.22222222222222 15 0 1942 11 23 1943
"328" 11/24/42 1.11111111111111 12.7777777777778 0 1942 11 24 1943
"329" 11/25/42 -1.66666666666667 12.2222222222222 0 1942 11 25 1943
"330" 11/26/42 -0.538881309686221 10.0685277904213 0 1942 11 26 1943
"331" 11/27/42 -2.22222222222222 14.4444444444444 0 1942 11 27 1943
"332" 11/28/42 -1.66666666666667 11.1111111111111 0 1942 11 28 1943
"333" 11/29/42 -1.66666666666667 11.6666666666667 0 1942 11 29 1943
"334" 11/30/42 0 12.2222222222222 0 1942 11 30 1943
"335" 12/01/42 0.555555555555556 13.3333333333333 0 1942 12 1 1943
"336" 12/02/42 -3.33333333333333 8.88888888888889 0 1942 12 2 1943
"337" 12/03/42 -3.33333333333333 5 0 1942 12 3 1943
"338" 12/04/42 -5.55555555555556 3.88888888888889 0 1942 12 4 1943
"339" 12/05/42 -7.77777777777778 1.66666666666667 0 1942 12 5 1943
"340" 12/06/42 -8.33333333333333 1.11111111111111 0 1942 12 6 1943
"341" 12/07/42 -10.5555555555556 3.88888888888889 3.048 1942 12 7 1943
"342" 12/08/42 -8.88888888888889 6.11111111111111 0 1942 12 8 1943
"343" 12/09/42 -6.66666666666667 6.11111111111111 0 1942 12 9 1943
"344" 12/10/42 -3.88888888888889 7.22222222222222 0 1942 12 10 1943
"345" 12/11/42 -1.66666666666667 11.1111111111111 0 1942 12 11 1943
"346" 12/12/42 -1.11111111111111 13.8888888888889 0 1942 12 12 1943
"347" 12/13/42 -1.66666666666667 12.2222222222222 0 1942 12 13 1943
"348" 12/14/42 -3.10185185185185 6.90234202386213 0 1942 12 14 1943
"349" 12/15/42 -1.11111111111111 15 0 1942 12 15 1943
"350" 12/16/42 1.11111111111111 15.5555555555556 0 1942 12 16 1943
"351" 12/17/42 -1.66666666666667 10.5555555555556 0 1942 12 17 1943
"352" 12/18/42 -4.44444444444444 7.77777777777778 0 1942 12 18 1943
"353" 12/19/42 -2.22222222222222 15.5555555555556 0 1942 12 19 1943
"354" 12/20/42 -6.11111111111111 11.1111111111111 0 1942 12 20 1943
"355" 12/21/42 -3.33333333333333 11.6666666666667 0 1942 12 21 1943
"356" 12/22/42 0.555555555555556 7.77777777777778 1.27 1942 12 22 1943
"357" 12/23/42 0.555555555555556 6.66666666666667 33.02 1942 12 23 1943
"358" 12/24/42 -0.555555555555556 5.55555555555556 46.99 1942 12 24 1943
"359" 12/25/42 -1.66666666666667 1.66666666666667 30.48 1942 12 25 1943
"360" 12/26/42 -10 2.77777777777778 0 1942 12 26 1943
"361" 12/27/42 -1.66666666666667 10 0 1942 12 27 1943
"362" 12/28/42 -0.555555555555556 8.88888888888889 0 1942 12 28 1943
"363" 12/29/42 -2.77777777777778 8.88888888888889 0 1942 12 29 1943
"364" 12/30/42 -1.66666666666667 9.44444444444444 0 1942 12 30 1943
"365" 12/31/42 -1.11111111111111 12.2222222222222 0 1942 12 31 1943
"366" 01/01/43 -1.66666666666667 10.5555555555556 0 1943 1 1 1943
"367" 01/02/43 -5 7.22222222222222 0 1943 1 2 1943
"368" 01/03/43 -4.44444444444444 10.5555555555556 0 1943 1 3 1943
"369" 01/04/43 -3.88888888888889 10.5555555555556 0 1943 1 4 1943
"370" 01/05/43 -3.88888888888889 8.33333333333333 0 1943 1 5 1943
